Results when running the crawler with the following settings:
	initialURL=http://www.hkbu.edu.hk/eng/main/index.jsp
	maxURLs=100
	maxPoolSize=10

Note: One URL didn't get crawled due to a 403 error.

HTTP error fetching URL for http://buwww.hkbu.edu.hk/eng/about/privacy.jsp
crawler.PageResultException: HTTP error fetching URL
	at crawler.Http.get(Http.java:67)
	at crawler.Crawler.start(Crawler.java:55)
	at crawler.SearchServer.main(SearchServer.java:29)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:483)
	at com.intellij.rt.execution.application.AppMain.main(AppMain.java:147)

URL LAST_CRAWLED(EPOCH) WORD FIRST_OCCURRENCE NUM_OCCURRENCES

https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 staff 28 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 contact 41 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 links 9 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 all 102 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 hkbu 134 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 student 27 3
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 university 101 4
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 privacy 33 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 best 74 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 buniport 140 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 with 76 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 unique 115 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 other 146 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 new 26 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 important 6 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 email 135 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 system 37 3
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 notice 7 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 data 54 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 above 83 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 personal 53 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 explorer 81 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 internet 80 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 viewed 75 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 statement 108 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 services 126 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 application 62 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 online 57 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 you 120 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 number 153 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 chinese 5 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 systems 148 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 before 163 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 firefox 84 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 sign 1 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 insensitive 20 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 run 60 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 during 56 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 your 63 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 secure 50 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 ssl 47 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 resolution 78 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 tips 36 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 password 11 3
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 transmission 55 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 faq 40 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 case 19 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 image 17 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 using 79 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 bits 46 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 please 88 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 macintosh 86 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 transactions 58 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 users 87 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 port 138 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 name 118 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 must 65 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 activation 30 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 allow 66 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 access 89 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 safari 93 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 provided 127 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 hot 8 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 login 116 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 demo 39 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 cookies 67 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 characters 18 2
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 security 35 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 central 124 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 encryption 48 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 englishtraditional 3 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 browser 64 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 protect 52 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 ssoid 0 8
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 set 70 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 chinesesimplified 4 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 change 23 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 words 14 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 such 131 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 site 44 3
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 cyber 137 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 well 144 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 uses 45 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 forgot 21 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 maintenance 38 1
https://iss.hkbu.edu.hk/buam/signForm.seam?true=true&request_srvc_id=buniport 1477217823377 account 117 2
http://aao.hkbu.edu.hk/tc/home/index.php 1477217870262 eng 1 1
http://aao.hkbu.edu.hk/tc/home/index.php 1477217870262 microsoft 7 1
http://aao.hkbu.edu.hk/tc/home/index.php 1477217870262 explorer 9 1
http://aao.hkbu.edu.hk/tc/home/index.php 1477217870262 internet 8 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 copyright 636 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 education 1 14
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 annual 258 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 visual 482 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 programmes 152 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 baptist 642 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 quality 191 4
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 kong 641 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 hong 640 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 schools 268 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 reserved 646 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 students 32 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 teaching 44 9
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 rights 645 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 wei 495 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 departments 265 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 arts 483 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 academy 269 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 centre 411 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 staff 98 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 faculties 267 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 information 440 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 publications 68 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 academic 282 6
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 contact 118 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 from 280 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 all 22 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 hkbu 6 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 campus 76 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 history 573 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 assurance 192 4
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 transfer 39 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 student 72 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 university 34 9
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 learning 45 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 media 69 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 life 35 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 general 0 10
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 award 57 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 make 207 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 home 7 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 with 263 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 management 567 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 administrative 658 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 president 589 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 continuing 538 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 other 335 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 scheme 80 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 programme 17 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 opportunities 47 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 through 139 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 school 472 6
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 development 141 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 studies 150 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 requirements 231 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 enrollment 54 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 email 649 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 office 15 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 edu 652 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 affairs 432 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 communication 499 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 post 96 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 man 490 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 service 48 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 building 659 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 road 662 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 fax 648 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 address 654 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 kai 489 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 resource 292 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 keep 289 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 updated 378 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 lee 452 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 faculty 97 6
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 events 73 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 lau 443 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 its 246 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 membership 126 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 committee 2 9
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 language 459 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 chinese 513 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 senior 389 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 social 522 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 technology 441 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 such 334 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 maintenance 143 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 year 376 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 terms 123 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 philosophy 9 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 top 383 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 may 339 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 back 381 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 medicine 514 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 wong 392 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 senate 186 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 whole 136 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 offering 259 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 one 468 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 person 137 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 holistic 413 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 members 396 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 develop 158 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 science 507 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 appropriate 171 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 aab 655 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 union 591 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 sciences 523 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 issues 337 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 tong 664 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 subject 241 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 relevant 336 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 introduction 177 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 via 189 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 each 470 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 interdisciplinary 46 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 outstanding 63 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 last 377 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 sang 428 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 yeung 541 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 leung 525 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 off 75 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 ensure 304 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 ricky 393 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 director 409 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 acting 456 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 dean 477 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 secretary 604 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 business 493 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 prof 391 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 chau 405 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 albert 408 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 report 361 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 reference 125 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 procedures 183 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 course 53 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 under 200 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 take 332 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 achievement 83 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 kownloon 663 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 addition 112 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 proposal 103 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 faqs 43 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 phone 647 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 exemptions 38 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 share 78 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 practices 61 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 call 100 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 leaders 82 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 good 58 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 assessment 67 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 zone 94 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 protocols 113 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 courses 21 5
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 revision 111 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 institutional 52 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 policies 108 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 units 42 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 leadership 49 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 coverage 70 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 overview 8 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 implementation 107 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 cross 51 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 say 33 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 universy 643 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 structure 19 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 reports 129 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 responsible 251 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 kinds 296 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 within 153 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 physical 578 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 concerning 245 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 review 196 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 prescribed 230 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 various 281 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 end 372 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 proposals 174 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 submit 173 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 content 213 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 strategy 217 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 promote 135 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 composition 127 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 distribution 204 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 minutes 128 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 core 202 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 periodically 197 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 oversee 239 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 liqun 496 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 represented 559 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 arrangements 254 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 officio 403 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 monitoring 165 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 registrar 423 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 hon 581 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 hing 603 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 peter 535 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 cissy 463 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 sep 616 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 librarian 448 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 gordon 435 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 angus 594 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 assist 314 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 kwok 427 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 paul 453 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 representatives 467 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 jul 380 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 recommendations 208 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 coordination 317 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 hoshmand 610 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 cheung 570 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 needs 293 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 chairperson 387 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 kwan 488 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 techonology 568 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 lorraine 542 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 reza 612 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 dietz 576 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 opted 546 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 needed 255 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 changes 210 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 proper 305 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 miss 580 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 tang 434 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 liaison 319 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 wai 406 3
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 sze 582 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 approval 188 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 fung 501 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 referred 341 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 complementary 149 2
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 deletion 224 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 designate 450 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 provisions 279 1
http://ge.hkbu.edu.hk/ge-committee/ 1477217851750 liaise 262 1
